bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,taxa_condominio,preco_aluguel,iptu_ano
Moema,Apartamento,200.0,5,3,4,4,1498.0,10598.0,1050.0
Brooklin Paulista,Flat,30.0,1,1,1,1,1141.0,2611.0,84.0
Cidade Monções,Apartamento,162.0,2,2,3,2,1120.0,11550.0,413.0
Cidade Monções,Apartamento,180.0,4,2,2,2,1400.0,12215.0,454.0
Brooklin Novo,Flat,32.0,1,0,1,1,1050.0,2159.0,150.0
Brooklin Novo,Flat,32.0,1,1,1,1,1050.0,2019.0,150.0
Indianópolis,Flat,40.0,1,1,1,1,770.0,2205.0,105.0
Brooklin Novo,Flat,32.0,1,1,1,1,1050.0,1879.0,150.0
Indianópolis,Apartamento,100.0,3,1,3,2,819.0,3269.0,247.0
Cidade Monções,Apartamento,192.0,3,3,3,3,1750.0,13846.0,525.0
Morumbi,Apartamento,178.0,3,3,4,3,1120.0,3765.0,196.0
Indianópolis,Flat,27.0,1,1,1,1,688.0,2158.0,144.0
Mirandópolis,Apartamento,102.0,3,1,3,2,1120.0,3919.0,280.0
Indianópolis,Apartamento,138.0,3,2,2,2,1260.0,5110.0,378.0
Planalto Paulista,Apartamento,227.0,4,2,4,3,2730.0,9730.0,1190.0
Cidade Monções,Apartamento,206.0,4,3,3,3,1959.0,13846.0,560.0
Cidade Monções,Apartamento,185.0,5,3,3,3,1344.0,10094.0,415.0
Vila Nair,Apartamento,56.0,1,0,2,1,386.0,1767.0,62.0
Brooklin Paulista,Apartamento,111.0,3,1,3,2,630.0,8330.0,280.0
Real Parque,Apartamento,207.0,4,3,3,3,2029.0,6160.0,686.0
Vila Gumercindo,Apartamento,62.0,2,0,2,1,546.0,1767.0,637.0
Vila Gumercindo,Apartamento,59.0,1,1,2,1,560.0,1767.0,70.0
Moema,Flat,37.0,1,1,1,1,630.0,2029.0,70.0
Moema,Flat,35.0,1,0,1,1,489.0,2380.0,70.0
Indianópolis,Flat,40.0,1,0,1,1,386.0,2723.0,77.0
Moema,Flat,38.0,1,0,1,1,448.0,1847.0,62.0
Cidade Monções,Apartamento,235.0,4,3,3,4,2331.0,9478.0,991.0
Indianópolis,Flat,120.0,1,1,3,2,1544.0,4599.0,301.0
Cidade Monções,Flat,35.0,1,0,1,1,770.0,2782.0,70.0
Real Parque,Apartamento,185.0,5,3,3,3,1575.0,5425.0,595.0
Cidade Monções,Flat,45.0,2,1,1,1,714.0,3395.0,105.0
Cidade Monções,Apartamento,125.0,1,1,1,2,1386.0,6006.0,475.0
Jardim Monte Kemel,Apartamento,193.0,5,3,4,4,1225.0,2765.0,595.0
Real Parque,Apartamento,383.0,5,3,4,4,2520.0,8119.0,1365.0
Real Parque,Apartamento,185.0,5,3,3,3,1575.0,5775.0,140.0
Planalto Paulista,Apartamento,182.0,3,2,3,3,1959.0,6860.0,621.0
Real Parque,Apartamento,35.0,1,1,1,1,386.0,1854.0,70.0
Jardim Monte Kemel,Apartamento,150.0,2,2,4,4,1050.0,2660.0,509.0
Moema,Apartamento,178.0,4,1,4,2,1295.0,5215.0,482.0
Chácara Inglesa,Apartamento,75.0,2,1,3,2,805.0,2415.0,129.0
Moema,Flat,42.0,1,1,1,1,386.0,2338.0,112.0
Indianópolis,Flat,30.0,1,1,1,1,1388.0,1948.0,151.0
Indianópolis,Flat,26.0,1,0,1,1,979.0,2029.0,98.0
Planalto Paulista,Flat,37.0,1,1,1,1,1120.0,2380.0,70.0
Indianópolis,Apartamento,120.0,3,1,3,2,1239.0,4038.0,315.0
Indianópolis,Flat,26.0,1,0,1,1,979.0,2029.0,98.0
Indianópolis,Flat,30.0,1,1,1,1,1225.0,2015.0,84.0
Moema,Flat,35.0,1,0,1,1,637.0,2015.0,84.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,3087.0,70.0
Planalto Paulista,Flat,60.0,1,1,2,2,1190.0,3087.0,133.0
Moema,Flat,52.0,1,1,1,1,630.0,2310.0,70.0
Brooklin,Flat,47.0,1,0,1,1,840.0,2660.0,140.0
Cidade Monções,Apartamento,138.0,3,0,2,1,1120.0,6020.0,280.0
Moema,Apartamento,78.0,1,1,1,1,1370.0,4800.0,316.0
Indianópolis,Apartamento,90.0,2,1,3,1,770.0,2870.0,140.0
Moema,Flat,28.0,1,0,1,1,630.0,2366.0,84.0
Indianópolis,Flat,30.0,1,1,1,1,840.0,3150.0,105.0
Moema,Flat,35.0,1,0,1,1,770.0,2096.0,70.0
Cidade Monções,Flat,53.0,1,0,1,1,458.0,3293.0,98.0
Recanto Paraíso,Apartamento,204.0,4,3,4,3,1685.0,12185.0,462.0
Vila Uberabinha,Flat,42.0,1,0,1,1,770.0,2597.0,70.0
Indianópolis,Apartamento,220.0,5,3,4,3,1959.0,9170.0,630.0
Moema,Flat,35.0,1,0,1,1,770.0,2432.0,70.0
Moema,Flat,38.0,1,0,1,1,770.0,2891.0,70.0
Moema,Apartamento,210.0,1,3,3,3,1470.0,4970.0,780.0
Moema,Flat,52.0,1,1,1,1,909.0,2029.0,70.0
Moema,Flat,74.0,3,2,2,2,882.0,4382.0,237.0
Moema,Flat,52.0,1,1,1,1,979.0,2029.0,70.0
Moema,Flat,26.0,1,0,1,1,770.0,1767.0,70.0
Indianópolis,Apartamento,80.0,2,1,2,1,473.0,3210.0,149.0
Indianópolis,Apartamento,235.0,5,3,3,4,2048.0,10448.0,999.0
Indianópolis,Apartamento,220.0,5,3,3,3,1680.0,7279.0,700.0
Vila Olímpia,Flat,48.0,1,1,1,1,637.0,3437.0,147.0
Vila Olimpia,Apartamento,92.0,1,1,3,2,1190.0,6790.0,336.0
Vila Olímpia,Flat,54.0,1,1,1,1,630.0,3290.0,70.0
Indianópolis,Flat,42.0,1,0,1,1,770.0,1987.0,112.0
Indianópolis,Apartamento,210.0,5,3,4,3,1470.0,4970.0,780.0
Jardim Panorama D'Oeste,Apartamento,609.0,5,3,3,4,805.0,13846.0,1365.0
Brooklin Paulista,Apartamento,128.0,3,1,3,2,979.0,7979.0,350.0
Indianópolis,Flat,20.0,1,1,1,1,861.0,1890.0,70.0
São Paulo,Flat,27.0,1,1,1,1,840.0,1959.0,70.0
Moema,Flat,26.0,1,0,1,1,909.0,1959.0,140.0
Indianópolis,Flat,32.0,1,1,1,1,861.0,2261.0,118.0
Vila Olímpia,Apartamento,35.0,1,1,1,1,489.0,2590.0,88.0
Vila Olimpia,Flat,48.0,1,0,2,1,690.0,3003.0,147.0
Vila Olímpia,Flat,50.0,1,0,1,1,597.0,2296.0,154.0
Vila Uberabinha,Apartamento,170.0,3,3,3,3,1386.0,9926.0,517.0
Indianópolis,Flat,35.0,1,1,1,1,630.0,2240.0,70.0
Indianópolis,Apartamento,220.0,4,3,4,3,2800.0,12600.0,1050.0
Vila Clementino,Apartamento,130.0,3,1,2,3,560.0,4410.0,346.0
Indianópolis,Flat,35.0,1,1,1,1,840.0,2240.0,210.0
Indianópolis,Apartamento,300.0,5,3,4,4,2800.0,13846.0,1246.0
Vila Uberabinha,Apartamento,46.0,1,1,1,1,942.0,3182.0,82.0
Indianópolis,Apartamento,220.0,4,3,3,3,2450.0,10850.0,840.0
Vila Firmiano Pinto,Apartamento,65.0,1,0,2,1,525.0,1924.0,83.0
Vila Olímpia,Apartamento,90.0,1,1,1,2,1134.0,6034.0,315.0
Vila Uberabinha,Flat,36.0,1,1,1,1,489.0,1959.0,210.0
Vila Uberabinha,Flat,65.0,1,1,2,2,1050.0,3430.0,70.0
Indianópolis,Apartamento,320.0,4,3,3,4,2800.0,13846.0,1365.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2285.0,70.0
Jardim Panorama,Apartamento,240.0,5,2,3,4,2800.0,13846.0,840.0
Vila Olimpia,Flat,35.0,1,1,1,1,770.0,2310.0,84.0
Vila Mariana,Flat,36.0,1,0,1,1,770.0,1913.0,70.0
Vila Olímpia,Apartamento,100.0,2,1,1,1,1064.0,5964.0,243.0
Vila Sônia,Apartamento,200.0,5,3,3,4,1270.0,8270.0,588.0
Vila Olímpia,Apartamento,54.0,1,1,1,1,618.0,4258.0,85.0
Vila Olimpia,Apartamento,40.0,1,0,1,1,686.0,2926.0,62.0
Vila Uberabinha,Flat,28.0,1,0,1,1,686.0,2296.0,84.0
Moema,Flat,46.0,1,1,1,1,840.0,2450.0,70.0
Moema,Flat,45.0,1,1,1,1,1400.0,2870.0,70.0
Vila Olímpia,Flat,43.0,1,1,1,1,386.0,2029.0,70.0
Moema,Flat,50.0,1,0,1,1,1094.0,2582.0,77.0
Vila Nova Conceição,Apartamento,38.0,1,0,1,1,909.0,2660.0,71.0
Vila Firmiano Pinto,Apartamento,86.0,2,1,3,1,630.0,2029.0,112.0
Moema,Flat,45.0,1,1,1,1,1400.0,2870.0,70.0
Vila Nova Conceição,Apartamento,161.0,3,2,2,3,1540.0,13846.0,700.0
Vila Clementino,Flat,29.0,1,1,1,1,958.0,1847.0,182.0
Vila Nova Conceição,Apartamento,365.0,5,3,4,4,2800.0,13846.0,1365.0
Moema,Apartamento,50.0,2,1,1,1,909.0,4410.0,97.0
Vila Nova Conceição,Apartamento,306.0,5,3,3,4,2800.0,13846.0,1365.0
Moema,Flat,48.0,1,0,1,1,525.0,4116.0,84.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2730.0,70.0
Vila Nova Conceição,Flat,41.0,1,1,2,1,653.0,3964.0,97.0
Vila Nova Conceição,Apartamento,157.0,4,2,2,3,1496.0,12696.0,625.0
Vila Nova Conceição,Apartamento,127.0,3,1,3,2,875.0,4725.0,244.0
Vila Nova Conceição,Apartamento,190.0,5,3,3,4,1854.0,11655.0,581.0
Vila Olímpia,Flat,31.0,1,1,1,1,1120.0,2310.0,140.0
Vila Nova Conceição,Flat,40.0,1,0,1,1,840.0,2660.0,140.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2870.0,70.0
Vila Olímpia,Apartamento,136.0,4,3,3,1,1120.0,3779.0,334.0
Indianópolis,Apartamento,26.0,1,1,1,1,707.0,2107.0,62.0
Moema,Flat,35.0,1,1,1,1,630.0,1767.0,70.0
Moema,Flat,42.0,1,1,1,1,630.0,2380.0,70.0
Indianópolis,Flat,29.0,1,0,1,1,868.0,1917.0,112.0
Moema,Flat,42.0,1,1,1,1,630.0,2660.0,70.0
Planalto Paulista,Flat,32.0,1,0,1,1,703.0,3853.0,102.0
Moema,Flat,52.0,1,0,1,1,930.0,2348.0,171.0
Planalto Paulista,Flat,30.0,1,1,1,1,833.0,2100.0,140.0
Moema,Flat,45.0,1,0,1,1,1092.0,3765.0,84.0
Indianópolis,Apartamento,200.0,3,2,2,4,2720.0,12513.0,1164.0
Moema,Flat,35.0,1,0,1,1,770.0,2072.0,70.0
Planalto Paulista,Flat,30.0,1,1,1,1,979.0,2065.0,105.0
Indianópolis,Apartamento,239.0,4,3,3,3,2520.0,6020.0,1185.0
Vila Uberabinha,Flat,45.0,1,1,1,1,958.0,2688.0,112.0
Cidade Monções,Flat,54.0,1,0,1,1,770.0,3251.0,70.0
Cidade Monções,Flat,54.0,1,1,1,1,1311.0,3094.0,266.0
Moema,Apartamento,200.0,5,3,3,4,2590.0,11690.0,846.0
Moema,Apartamento,105.0,3,1,3,1,1178.0,4328.0,124.0
Moema,Flat,42.0,3,1,1,1,392.0,2700.0,103.0
Moema,Flat,28.0,1,0,1,1,772.0,2088.0,81.0
Moema,Flat,40.0,1,0,1,1,770.0,2877.0,70.0
Moema,Flat,28.0,1,0,1,1,686.0,2296.0,84.0
Moema,Flat,65.0,3,2,2,1,770.0,3821.0,70.0
Moema,Apartamento,170.0,1,3,4,3,1400.0,5950.0,1365.0
Moema,Flat,28.0,1,0,1,1,914.0,2100.0,137.0
Vila Nair,Apartamento,72.0,2,0,3,2,511.0,1981.0,62.0
Indianópolis,Flat,26.0,1,1,1,1,840.0,1910.0,118.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,2877.0,70.0
Indianópolis,Flat,35.0,1,0,1,1,700.0,1767.0,70.0
Moema,Flat,30.0,1,1,1,1,840.0,3080.0,84.0
Vila Olímpia,Flat,48.0,1,0,1,1,595.0,2415.0,175.0
Vila Clementino,Apartamento,390.0,4,3,4,3,1330.0,4690.0,408.0
Moema,Apartamento,153.0,5,2,4,2,1610.0,6510.0,385.0
Moema,Apartamento,154.0,5,2,4,2,1612.0,6162.0,361.0
Vila Olímpia,Flat,42.0,1,0,2,1,737.0,3199.0,161.0
Vila Olímpia,Flat,46.0,1,1,1,1,630.0,3080.0,70.0
Vila Olímpia,Apartamento,40.0,1,1,1,1,420.0,2520.0,70.0
Vila Olímpia,Apartamento,70.0,2,1,2,1,667.0,5128.0,121.0
Vila Olímpia,Flat,50.0,1,1,2,1,630.0,3010.0,280.0
Vila Uberabinha,Apartamento,170.0,5,3,3,3,1386.0,9926.0,517.0
Itaim Bibi,Kitnet,32.0,1,0,1,1,525.0,2625.0,105.0
Vila Olímpia,Apartamento,43.0,1,0,1,1,489.0,3220.0,210.0
Ipiranga,Apartamento,90.0,2,0,2,1,386.0,1767.0,62.0
Ipiranga,Apartamento,100.0,2,0,2,1,386.0,1767.0,62.0
Moema,Flat,30.0,1,1,1,1,1119.0,1959.0,140.0
Moema,Apartamento,292.0,5,3,3,4,2800.0,13846.0,1365.0
Moema,Apartamento,214.0,4,3,3,4,2800.0,11827.0,986.0
Moema,Apartamento,214.0,4,3,3,4,2800.0,11827.0,986.0
Vila Uberabinha,Flat,52.0,1,1,1,1,1025.0,3125.0,64.0
Vila Olímpia,Apartamento,156.0,5,3,3,2,1470.0,11970.0,595.0
Vila Olímpia,Flat,30.0,1,0,1,1,798.0,2226.0,84.0
Vila Olímpia,Flat,35.0,1,1,1,1,826.0,2001.0,98.0
Vila Olímpia,Flat,33.0,1,0,1,1,979.0,2100.0,140.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2054.0,70.0
Morumbi,Flat,35.0,1,0,1,1,700.0,1767.0,140.0
Vila Olímpia,Flat,35.0,1,1,1,1,854.0,2534.0,125.0
Indianópolis,Apartamento,234.0,5,3,3,3,2800.0,13846.0,1365.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2117.0,70.0
Morumbi,Flat,33.0,1,0,1,1,770.0,1767.0,70.0
Vila Olímpia,Flat,30.0,1,1,1,1,786.0,1923.0,176.0
Vila Clementino,Flat,28.0,1,0,1,1,770.0,1767.0,105.0
Vila Clementino,Apartamento,180.0,4,3,3,2,1309.0,3758.0,210.0
Vila Clementino,Flat,101.0,1,0,2,1,434.0,3479.0,81.0
Itaim Bibi,Apartamento,273.0,5,3,4,4,2730.0,13846.0,840.0
Vila Sonia,Apartamento,175.0,3,3,4,2,1155.0,3255.0,435.0
Vila Nova Conceição,Apartamento,154.0,3,2,2,2,1260.0,13580.0,420.0
Vila Uberabinha,Flat,35.0,1,1,1,1,840.0,2029.0,70.0
Vila Olímpia,Apartamento,95.0,2,0,1,2,1120.0,6370.0,341.0
Vila Uberabinha,Flat,35.0,1,0,1,1,840.0,2170.0,140.0
Vila Nova Conceição,Apartamento,82.0,2,1,1,2,700.0,6300.0,244.0
Moema,Apartamento,156.0,2,3,3,4,2520.0,13846.0,445.0
Moema,Flat,48.0,1,1,1,1,739.0,3427.0,70.0
Moema,Apartamento,48.0,1,1,1,1,805.0,4585.0,88.0
Vila Nova Conceição,Apartamento,40.0,1,1,1,1,2800.0,7629.0,70.0
Moema,Flat,50.0,2,1,1,1,840.0,2345.0,105.0
Moema,Flat,50.0,1,1,1,1,937.0,2177.0,62.0
Moema,Flat,50.0,1,1,1,1,937.0,2247.0,62.0
Vila Olímpia,Flat,43.0,1,0,1,1,543.0,2260.0,62.0
Vila Nova Conceição,Apartamento,160.0,4,3,3,4,1675.0,9025.0,639.0
Vila Olímpia,Flat,45.0,1,0,1,1,700.0,2317.0,70.0
Vila Nova Conceição,Apartamento,48.0,1,0,1,1,1050.0,4059.0,140.0
Vila Nova Conceição,Apartamento,42.0,1,0,1,1,649.0,2489.0,100.0
Moema,Flat,48.0,1,0,1,1,786.0,4776.0,123.0
Vila Nova Conceição,Apartamento,235.0,3,2,4,3,1262.0,13846.0,609.0
Vila Nova Conceição,Apartamento,385.0,4,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,2488.0,101.0
Vila Olímpia,Flat,35.0,1,0,1,1,639.0,2459.0,122.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2870.0,70.0
Ipiranga,Apartamento,75.0,2,1,3,2,386.0,2835.0,84.0
Vila Nova Conceição,Apartamento,127.0,3,2,3,2,889.0,4739.0,259.0
Vila Clementino,Flat,35.0,1,1,1,1,909.0,1959.0,140.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,770.0,4361.0,70.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,2558.0,101.0
Vila Nova Conceição,Apartamento,48.0,1,1,1,1,828.0,3628.0,118.0
Vila Clementino,Flat,35.0,1,1,1,1,1330.0,2660.0,140.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,3048.0,101.0
Moema,Apartamento,50.0,1,0,1,1,735.0,4445.0,123.0
Vila Nova Conceição,Apartamento,127.0,1,1,3,2,909.0,5110.0,210.0
Vila Nova Conceição,Apartamento,35.0,1,1,1,1,2450.0,4900.0,140.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2870.0,70.0
Vila Olimpia,Flat,45.0,1,1,1,1,700.0,5810.0,140.0
Ipiranga,Apartamento,46.0,1,0,1,1,386.0,1767.0,62.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,676.0,3054.0,94.0
Vila Olimpia,Flat,45.0,2,2,2,1,1400.0,3010.0,140.0
Vila Olímpia,Flat,32.0,1,0,1,1,570.0,2205.0,105.0
Vila Nova Conceição,Apartamento,170.0,3,3,3,2,1570.0,8570.0,529.0
Vila Olímpia,Flat,28.0,1,0,1,1,634.0,1983.0,116.0
Vila Olímpia,Flat,25.0,1,1,1,1,570.0,2310.0,140.0
Vila Nova Conceição,Apartamento,170.0,4,3,3,2,1570.0,8570.0,695.0
Vila Olímpia,Flat,30.0,1,0,1,1,840.0,2100.0,140.0
Vila Olímpia,Flat,25.0,1,1,1,1,570.0,2310.0,88.0
Vila Nova Conceição,Apartamento,136.0,4,1,2,2,1400.0,9100.0,489.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,847.0,2674.0,125.0
Vila Nova Conceição,Flat,36.0,1,0,1,1,770.0,2744.0,70.0
Vila Nova Conceição,Apartamento,220.0,1,3,4,4,1365.0,8715.0,1365.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,1300.0,2319.0,200.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,932.0,2464.0,62.0
Vila Nova Conceição,Apartamento,200.0,4,2,4,3,2555.0,10605.0,630.0
Vila Nova Conceição,Flat,43.0,1,0,1,1,1176.0,2569.0,91.0
Vila Olímpia,Apartamento,125.0,5,3,3,3,1014.0,7979.0,294.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1973.0,70.0
Morumbi,Apartamento,223.0,5,3,3,4,979.0,7979.0,525.0
Vila Olímpia,Apartamento,74.0,1,1,1,1,565.0,3645.0,196.0
Brooklin Paulista,Flat,84.0,1,0,1,1,735.0,9170.0,280.0
Vila Progredior,Apartamento,85.0,2,1,2,1,1113.0,2163.0,88.0
Vila Progredior,Apartamento,71.0,1,0,1,2,1190.0,3954.0,382.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,595.0,2114.0,127.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,1085.0,2366.0,84.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,1344.0,2394.0,125.0
Vila Olímpia,Flat,33.0,1,1,1,1,595.0,2373.0,77.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,791.0,2106.0,203.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,616.0,2317.0,135.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2849.0,70.0
Vila Olímpia,Flat,33.0,1,1,1,1,1269.0,2380.0,70.0
Vila Olímpia,Flat,31.0,1,0,1,1,525.0,2289.0,91.0
Vila Mariana,Apartamento,94.0,2,0,4,2,833.0,4256.0,496.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,616.0,2576.0,62.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,616.0,2576.0,62.0
Vila Nova Conceição,Apartamento,67.0,2,1,1,1,777.0,5327.0,135.0
Vila Nova Conceição,Apartamento,130.0,3,1,3,1,714.0,4564.0,212.0
Vila Nova Conceição,Flat,58.0,1,1,2,1,770.0,2954.0,196.0
Jardim Guedala,Apartamento,629.0,5,3,4,4,2800.0,13846.0,1365.0
Morumbi,Apartamento,585.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Guedala,Apartamento,649.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Mariana,Apartamento,150.0,3,1,4,2,1260.0,4760.0,100.0
Itaim Bibi,Flat,51.0,1,1,1,1,700.0,2982.0,168.0
Jardim Vila Mariana,Apartamento,115.0,4,1,3,2,1062.0,3372.0,324.0
Jardim Vila Mariana,Apartamento,208.0,3,3,3,3,1959.0,10360.0,816.0
Jardim Vila Mariana,Apartamento,105.0,3,1,3,2,1050.0,3500.0,280.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,2604.0,70.0
Jardim Vila Mariana,Apartamento,374.0,1,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,90.0,1,0,3,2,998.0,4627.0,133.0
Itaim Bibi,Flat,70.0,1,0,2,1,770.0,3549.0,91.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,3098.0,62.0
Itaim Bibi,Flat,75.0,1,1,2,2,630.0,3430.0,70.0
Itaim Bibi,Apartamento,151.0,5,3,3,3,1540.0,12040.0,525.0
Itaim Bibi,Flat,45.0,1,1,1,1,665.0,2520.0,70.0
Itaim Bibi,Apartamento,580.0,5,3,4,1,2800.0,13846.0,1365.0
Jardim das Vertentes,Apartamento,82.0,2,1,3,2,386.0,1983.0,1365.0
Itaim Bibi,Apartamento,170.0,4,2,2,3,1253.0,11053.0,448.0
Jardim Paulista,Apartamento,220.0,3,3,3,4,2800.0,13846.0,1260.0
Itaim Bibi,Apartamento,100.0,3,2,2,2,1470.0,9170.0,329.0
Vila Mariana,Apartamento,177.0,5,3,3,4,1400.0,6860.0,224.0
Vila Mariana,Apartamento,306.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,349.0,4,2,2,4,2100.0,13846.0,1050.0
Parque da Vila Prudente,Apartamento,120.0,3,1,3,2,623.0,3073.0,280.0
Ipiranga,Kitnet,40.0,1,0,1,1,386.0,1767.0,62.0
Jardim Paulista,Flat,42.0,1,1,1,1,1050.0,2800.0,140.0
Jardim Paulista,Flat,42.0,1,1,1,1,909.0,2905.0,105.0
Jardim Paulista,Flat,45.0,1,1,1,1,630.0,4130.0,70.0
Ipiranga,Apartamento,137.0,4,3,3,3,979.0,4059.0,329.0
Moema,Apartamento,61.0,1,1,1,1,595.0,5495.0,227.0
Vila Monumento,Apartamento,65.0,1,0,2,1,386.0,1767.0,118.0
Itaim Bibi,Flat,40.0,1,1,1,1,630.0,3290.0,70.0
Moema,Flat,28.0,1,0,1,1,772.0,2158.0,81.0
Moema,Flat,34.0,1,0,1,1,805.0,2537.0,122.0
Vila Clementino,Apartamento,240.0,4,2,4,3,1610.0,8610.0,659.0
Moema,Flat,35.0,1,1,1,1,770.0,2800.0,70.0
Moema,Apartamento,46.0,1,0,1,1,840.0,2380.0,70.0
Moema,Flat,46.0,1,1,1,1,909.0,2029.0,70.0
Vila Mariana,Apartamento,220.0,4,2,4,3,1470.0,5530.0,329.0
Indianópolis,Apartamento,80.0,2,1,2,1,473.0,3210.0,149.0
Vila Uberabinha,Apartamento,120.0,2,1,3,1,1190.0,3989.0,125.0
Moema,Flat,32.0,1,0,1,1,560.0,2338.0,112.0
Moema,Flat,35.0,1,1,1,1,700.0,1959.0,70.0
Moema,Flat,42.0,1,1,1,1,665.0,1819.0,125.0
Moema,Apartamento,210.0,5,3,4,4,1819.0,9030.0,617.0
Moema,Flat,35.0,1,1,1,1,909.0,3149.0,120.0
Jardim Leonor,Apartamento,120.0,2,1,2,1,770.0,3395.0,219.0
Moema,Apartamento,42.0,1,0,1,1,840.0,2079.0,91.0
Indianópolis,Apartamento,253.0,3,3,3,3,1750.0,6650.0,1085.0
Vila Olímpia,Flat,43.0,1,1,1,1,577.0,2456.0,133.0
Jardim Paulista,Apartamento,130.0,2,1,3,1,858.0,4008.0,116.0
Vila Olímpia,Flat,17.0,1,0,1,1,840.0,2380.0,140.0
Vila Uberabinha,Apartamento,170.0,4,3,3,3,1386.0,9926.0,517.0
Indianópolis,Apartamento,215.0,3,3,4,3,2660.0,12460.0,909.0
Moema,Apartamento,74.0,2,1,1,2,997.0,6247.0,189.0
Moema,Apartamento,103.0,2,1,1,2,1323.0,7272.0,215.0
Moema,Flat,48.0,1,1,1,1,560.0,3269.0,91.0
Moema,Apartamento,74.0,2,1,1,2,996.0,6246.0,187.0
Moema,Apartamento,74.0,1,1,1,2,996.0,6246.0,1365.0
Vila Olímpia,Apartamento,55.0,1,0,1,1,665.0,3325.0,112.0
Vila Olímpia,Flat,32.0,1,0,1,1,826.0,2184.0,125.0
Vila Olímpia,Flat,34.0,1,0,1,1,770.0,2121.0,118.0
Vila Olímpia,Flat,32.0,1,0,1,1,826.0,2003.0,96.0
Vila Olímpia,Flat,32.0,1,0,1,1,826.0,2073.0,96.0
Vila Olímpia,Flat,36.0,1,0,1,1,770.0,2033.0,70.0
Vila Uberabinha,Flat,44.0,2,1,1,1,1281.0,2667.0,133.0
Vila Olimpia,Flat,32.0,1,0,1,1,826.0,2073.0,96.0
Vila Uberabinha,Flat,65.0,1,0,1,1,770.0,3381.0,70.0
Vila Uberabinha,Flat,36.0,1,1,1,1,489.0,1959.0,140.0
Vila Uberabinha,Flat,47.0,1,1,2,1,630.0,3430.0,70.0
Moema,Flat,35.0,1,1,1,1,700.0,2029.0,70.0
Vila Uberabinha,Flat,42.0,1,0,1,1,770.0,3828.0,70.0
Moema,Flat,35.0,1,1,1,1,770.0,1959.0,70.0
Vila Uberabinha,Flat,69.0,2,1,1,1,770.0,2730.0,70.0
Moema,Flat,35.0,1,1,1,1,770.0,2450.0,70.0
Moema,Flat,30.0,1,1,1,1,770.0,1973.0,125.0
Vila Mariana,Flat,28.0,1,0,1,1,840.0,1833.0,62.0
Moema,Apartamento,449.0,4,3,4,4,2660.0,13846.0,1365.0
Vila Mariana,Flat,30.0,1,1,1,1,909.0,2170.0,140.0
Vila Mariana,Flat,30.0,1,1,1,1,979.0,2100.0,140.0
Vila Mariana,Apartamento,40.0,1,0,1,1,518.0,3807.0,62.0
Vila Nova Conceição,Apartamento,148.0,5,3,3,3,474.0,5724.0,1365.0
Vila Mariana,Flat,30.0,1,1,1,1,944.0,2156.0,140.0
Vila Uberabinha,Flat,33.0,1,1,1,1,770.0,2170.0,140.0
Vila Nova Conceição,Apartamento,70.0,1,1,1,1,840.0,5180.0,210.0
Moema,Apartamento,192.0,5,3,3,4,2450.0,13846.0,696.0
Vila Olímpia,Kitnet,36.0,1,0,1,1,429.0,2893.0,62.0
São Paulo,Apartamento,30.0,1,0,1,1,420.0,3570.0,62.0
Vila Uberabinha,Flat,35.0,1,1,1,1,630.0,2240.0,70.0
Moema,Apartamento,78.0,2,1,1,2,1085.0,7419.0,280.0
