bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,taxa_condominio,preco_aluguel,iptu_ano
Itaim Bibi,Apartamento,98.0,2,1,2,1,667.0,4727.0,98.0
Itaim Bibi,Apartamento,36.0,1,0,1,1,1050.0,3010.0,244.0
Itaim Bibi,Apartamento,350.0,4,2,2,4,2800.0,13846.0,1260.0
Itaim Bibi,Apartamento,580.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Guedala,Apartamento,138.0,3,2,2,3,1505.0,5565.0,532.0
Itaim Bibi,Flat,70.0,2,1,2,1,700.0,5950.0,115.0
Itaim Bibi,Flat,40.0,1,0,1,1,979.0,3024.0,125.0
Itaim Bibi,Flat,42.0,1,1,1,1,1750.0,3080.0,140.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,5068.0,70.0
Itaim Bibi,Flat,42.0,2,1,1,1,386.0,2863.0,77.0
Itaim Bibi,Flat,40.0,1,1,1,1,770.0,2345.0,105.0
Itaim Bibi,Apartamento,545.0,4,2,4,4,2800.0,13846.0,79.0
Itaim Bibi,Flat,65.0,1,0,2,2,1260.0,5054.0,196.0
Itaim Bibi,Flat,60.0,1,0,2,2,1190.0,4620.0,210.0
Vila Mariana,Flat,23.0,1,1,1,1,840.0,2240.0,210.0
Itaim Bibi,Flat,40.0,1,0,1,1,979.0,2534.0,125.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,5155.0,70.0
Itaim Bibi,Flat,75.0,1,1,2,1,1113.0,3695.0,224.0
Itaim Bibi,Flat,38.0,1,1,1,1,711.0,3084.0,205.0
Pinheiros,Flat,52.0,1,0,1,1,1120.0,2338.0,112.0
Pinheiros,Flat,35.0,1,1,1,1,630.0,2240.0,70.0
Pinheiros,Flat,36.0,1,1,1,1,944.0,2114.0,196.0
Itaim Bibi,Flat,37.0,1,0,1,1,1554.0,4376.0,172.0
Itaim Bibi,Flat,38.0,1,0,1,1,861.0,3213.0,147.0
Moema,Flat,35.0,1,0,1,1,770.0,3059.0,70.0
Indianópolis,Apartamento,242.0,2,2,3,4,2240.0,6440.0,1190.0
Moema,Apartamento,50.0,2,1,1,1,595.0,2940.0,94.0
Vila Olimpia,Flat,30.0,1,1,1,1,686.0,2296.0,98.0
Vila Nova Conceição,Apartamento,235.0,5,3,3,4,1540.0,13846.0,840.0
Vila Olímpia,Flat,39.0,1,1,1,1,444.0,2520.0,70.0
Vila Olímpia,Flat,34.0,1,0,1,1,826.0,2283.0,96.0
Vila Uberabinha,Flat,44.0,2,1,1,1,791.0,2457.0,86.0
Vila Olímpia,Flat,32.0,1,0,1,1,826.0,2283.0,96.0
Vila Olímpia,Flat,35.0,1,1,1,1,630.0,2029.0,70.0
Vila Olimpia,Flat,34.0,1,0,1,1,826.0,2143.0,96.0
Vila Olimpia,Flat,34.0,1,0,1,1,826.0,2283.0,96.0
Vila Uberabinha,Flat,36.0,1,1,1,1,909.0,1959.0,140.0
Jardim Panorama,Apartamento,300.0,3,3,3,4,2800.0,13846.0,1365.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2488.0,70.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2068.0,70.0
Vila Uberabinha,Flat,36.0,1,0,1,1,630.0,2240.0,70.0
Vila Uberabinha,Apartamento,240.0,4,3,4,4,2730.0,13846.0,1120.0
Moema,Apartamento,120.0,2,0,2,1,819.0,4249.0,91.0
Moema,Flat,75.0,1,0,1,1,878.0,2692.0,107.0
Vila Clementino,Apartamento,138.0,2,2,3,2,909.0,6510.0,280.0
Brooklin Paulista,Flat,41.0,1,1,1,1,1120.0,2240.0,140.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Morumbi,Apartamento,355.0,5,3,3,4,2800.0,7699.0,840.0
Jardim Guedala,Apartamento,115.0,1,1,1,2,1375.0,4385.0,475.0
Jardim Nove de Julho,Apartamento,47.0,1,0,2,1,386.0,1767.0,62.0
Vila Nova Conceição,Flat,54.0,1,1,1,1,489.0,4130.0,140.0
Moema,Apartamento,339.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,216.0,5,2,4,4,2567.0,13067.0,1365.0
Vila Olímpia,Flat,36.0,1,0,1,1,770.0,2940.0,70.0
Vila Nova Conceição,Apartamento,86.0,2,1,1,2,875.0,8575.0,244.0
Vila Olímpia,Flat,33.0,1,1,1,1,1275.0,2441.0,151.0
Vila Nova Conceição,Apartamento,89.0,2,1,2,2,979.0,9590.0,210.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2800.0,70.0
Jd Vila Mariana,Apartamento,142.0,3,3,3,3,714.0,4634.0,1365.0
Chácara Klabin,Apartamento,230.0,5,3,3,4,2800.0,10850.0,1050.0
Vila Mariana,Apartamento,83.0,2,0,2,1,603.0,2563.0,62.0
Vila Nova Conceição,Apartamento,676.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Esmeralda,Apartamento,70.0,2,1,3,1,416.0,1767.0,62.0
Vila Nova Conceição,Apartamento,240.0,1,3,4,3,2800.0,13846.0,1260.0
Vila Mariana,Apartamento,135.0,5,1,3,2,1155.0,5355.0,277.0
Jardim Vila Mariana,Apartamento,155.0,5,3,3,2,1134.0,5194.0,445.0
Itaim Bibi,Flat,37.0,1,0,1,1,410.0,2200.0,62.0
Jardim Paulista,Apartamento,216.0,4,3,3,4,2800.0,13846.0,1190.0
Itaim Bibi,Flat,75.0,1,0,2,1,873.0,3989.0,140.0
Itaim Bibi,Flat,29.0,1,1,1,1,979.0,2310.0,140.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,2891.0,91.0
Itaim Bibi,Apartamento,150.0,5,3,3,3,1540.0,12040.0,525.0
Itaim Bibi,Apartamento,101.0,2,1,1,2,1400.0,11900.0,336.0
Vila Mariana,Apartamento,138.0,5,3,3,3,1134.0,6384.0,350.0
Itaim,Apartamento,390.0,3,2,2,2,2800.0,13846.0,1365.0
Pinheiros,Flat,34.0,1,1,1,1,1050.0,2254.0,196.0
Jardim Colorado,Apartamento,56.0,1,1,2,1,386.0,1767.0,1365.0
Paraíso,Apartamento,540.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Mariana,Apartamento,187.0,5,3,3,3,1190.0,8890.0,1365.0
Jardim Paulista,Apartamento,374.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim América,Apartamento,360.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Olímpia,Apartamento,30.0,1,0,1,1,420.0,3570.0,62.0
Vila Nova Conceição,Apartamento,108.0,2,2,2,2,770.0,8470.0,280.0
Vila Nova Conceição,Apartamento,298.0,5,3,4,4,2800.0,13846.0,1365.0
Moema,Flat,78.0,1,0,2,2,1400.0,7769.0,280.0
Moema,Flat,46.0,1,1,1,1,780.0,3101.0,62.0
Moema,Flat,48.0,1,1,1,1,770.0,3570.0,140.0
Moema,Flat,60.0,1,0,1,1,770.0,5166.0,70.0
Vila Olímpia,Flat,42.0,1,0,1,1,770.0,2096.0,70.0
Moema,Apartamento,640.0,5,3,4,4,2800.0,13846.0,1365.0
Moema,Apartamento,468.0,5,3,4,4,2800.0,13846.0,909.0
Vila Olímpia,Flat,31.0,1,1,1,1,909.0,2310.0,140.0
Vila Nova Conceição,Apartamento,245.0,4,3,3,4,2800.0,13846.0,1054.0
Vila Nova Conceição,Apartamento,360.0,5,3,4,4,2800.0,13846.0,1365.0
Moema,Flat,33.0,1,0,1,1,770.0,5085.0,70.0
Moema,Apartamento,157.0,1,2,2,3,1540.0,13846.0,560.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2838.0,101.0
Jardim Luzitânia,Apartamento,242.0,4,3,3,4,2800.0,9100.0,1030.0
Vila Nova Conceição,Apartamento,130.0,3,1,3,2,887.0,5087.0,259.0
Vila Nova Conceição,Apartamento,360.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Clementino,Flat,27.0,1,0,1,1,386.0,1767.0,350.0
Moema,Flat,78.0,1,1,1,2,749.0,6916.0,84.0
Vila Nova Conceição,Apartamento,78.0,1,1,1,2,1190.0,11340.0,91.0
Vila Olímpia,Flat,31.0,1,1,1,1,1086.0,2324.0,125.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,770.0,4294.0,70.0
Moema,Flat,48.0,1,1,1,1,770.0,3570.0,140.0
Moema,Apartamento,154.0,2,2,2,2,1575.0,12075.0,525.0
Moema,Flat,48.0,1,1,1,1,909.0,4059.0,210.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,665.0,2800.0,140.0
Vila Clementino,Flat,35.0,1,1,1,1,630.0,2170.0,70.0
Vila Nova Conceição,Apartamento,56.0,1,0,2,1,770.0,3919.0,140.0
Vila Nova Conceição,Flat,48.0,1,1,1,1,805.0,3954.0,88.0
Vila Olímpia,Apartamento,136.0,5,3,3,2,1120.0,3570.0,334.0
Vila Olimpia,Flat,42.0,1,0,1,1,646.0,3067.0,82.0
Vila Nova Conceição,Flat,40.0,1,0,1,1,623.0,2709.0,91.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2636.0,70.0
Vila Nova Conceição,Flat,60.0,1,0,2,1,1386.0,3737.0,112.0
Vila Nova Conceição,Flat,43.0,1,1,1,1,630.0,3779.0,70.0
Vila Olímpia,Flat,33.0,1,1,1,1,665.0,1994.0,70.0
Vila Nova Conceição,Apartamento,136.0,4,1,2,2,1400.0,9100.0,489.0
Vila Clementino,Flat,35.0,1,0,1,1,560.0,1767.0,140.0
Morumbi,Apartamento,260.0,5,3,3,4,2800.0,13846.0,1365.0
Vila Clementino,Apartamento,280.0,5,3,3,4,2800.0,13846.0,1330.0
Vila Nova Conceição,Apartamento,530.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,770.0,1994.0,105.0
Vila Olímpia,Apartamento,94.0,2,1,1,2,916.0,6517.0,168.0
Vila Nova Conceição,Apartamento,222.0,4,3,3,4,2800.0,13846.0,875.0
Vila Nova Conceição,Apartamento,40.0,1,1,1,1,386.0,3360.0,146.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,944.0,3367.0,133.0
Vila Olímpia,Apartamento,127.0,4,3,3,3,1078.0,8042.0,297.0
Moema,Apartamento,300.0,4,2,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,37.0,1,1,1,1,630.0,2029.0,70.0
Vila Regente Feijó,Apartamento,140.0,3,1,3,2,1190.0,3220.0,280.0
Cidade Monções,Flat,29.0,1,1,1,1,979.0,2240.0,958.0
Cidade Monções,Flat,35.0,1,0,1,1,770.0,2950.0,70.0
Brooklin Paulista,Flat,41.0,1,1,1,1,1197.0,2310.0,140.0
Indianópolis,Apartamento,160.0,3,1,2,1,1400.0,7699.0,1365.0
Cidade Monções,Flat,35.0,1,0,1,1,770.0,3003.0,70.0
Moema,Apartamento,140.0,5,2,3,2,1050.0,5390.0,489.0
Brooklin Paulista,Apartamento,84.0,3,2,2,2,700.0,6230.0,350.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,770.0,2345.0,175.0
Jardim Jaqueline,Apartamento,64.0,1,0,3,1,386.0,1767.0,105.0
Vila Olímpia,Flat,33.0,1,1,1,1,668.0,2301.0,148.0
Vila Nova Conceição,Flat,86.0,2,0,1,1,770.0,6069.0,230.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,595.0,3395.0,122.0
Vila Nova Conceição,Apartamento,60.0,1,0,1,1,560.0,4200.0,140.0
Vila Nova Conceição,Apartamento,80.0,2,1,1,2,791.0,6741.0,240.0
Vila Nova Conceição,Apartamento,54.0,1,0,1,1,525.0,5600.0,121.0
Vila Olímpia,Flat,31.0,1,0,1,1,489.0,2716.0,84.0
Vila Nova Conceição,Apartamento,54.0,2,0,1,1,539.0,5789.0,91.0
Vila Olímpia,Flat,31.0,1,0,1,1,480.0,2227.0,82.0
Jardim Vila Mariana,Apartamento,154.0,5,2,4,3,909.0,6510.0,420.0
Vila Nova Conceição,Apartamento,225.0,5,3,4,3,2029.0,13230.0,700.0
Vila Nova Conceição,Apartamento,270.0,2,2,4,3,2380.0,12180.0,1050.0
Vila Nova Conceição,Apartamento,212.0,3,1,3,2,1959.0,7559.0,529.0
Vila Nova Conceição,Apartamento,675.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Esmeralda,Apartamento,75.0,2,1,3,1,434.0,1798.0,62.0
Moema,Apartamento,128.0,3,1,3,1,784.0,6034.0,192.0
Vila Nova Conceição,Apartamento,68.0,2,1,2,1,798.0,5698.0,1365.0
Vila Nova Conceição,Flat,30.0,1,1,1,1,1155.0,3045.0,105.0
V N Conceição,Apartamento,128.0,4,1,3,1,805.0,5005.0,224.0
Vila Mariana,Apartamento,135.0,4,1,3,2,1155.0,5355.0,282.0
Vila Nova Conceição,Apartamento,540.0,3,2,4,3,2485.0,13846.0,1365.0
Itaim Bibi,Flat,51.0,1,1,1,1,700.0,2982.0,168.0
Itaim Bibi,Flat,38.0,1,1,1,1,588.0,2324.0,125.0
Itaim Bibi,Flat,46.0,1,1,1,1,700.0,2940.0,140.0
Indianópolis,Flat,52.0,1,0,1,1,829.0,2110.0,129.0
Itaim Bibi,Flat,75.0,1,0,2,1,875.0,3954.0,105.0
Itaim Bibi,Flat,45.0,1,0,1,1,837.0,2695.0,105.0
Itaim Bibi,Flat,45.0,1,1,1,1,630.0,3430.0,70.0
Itaim Bibi,Apartamento,580.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,47.0,1,1,1,1,630.0,2520.0,70.0
Itaim Bibi,Flat,60.0,1,1,1,2,979.0,4830.0,210.0
Itaim Bibi,Flat,65.0,1,0,2,1,770.0,5180.0,70.0
Moema,Apartamento,178.0,4,3,4,2,2450.0,7699.0,700.0
Itaim Bibi,Flat,45.0,1,1,1,1,840.0,2569.0,91.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,2748.0,62.0
São Paulo,Apartamento,245.0,3,3,3,4,2450.0,11550.0,1014.0
Vila Nova Conceição,Apartamento,280.0,4,2,2,4,2800.0,13846.0,1225.0
Itaim Bibi,Flat,35.0,1,1,2,1,909.0,4200.0,70.0
Itaim Bibi,Apartamento,580.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,64.0,1,1,1,1,595.0,4655.0,175.0
Itaim Bibi,Apartamento,61.0,1,1,1,1,826.0,4368.0,182.0
Vila Mariana,Apartamento,167.0,4,3,3,4,1593.0,9293.0,756.0
Vila Mariana,Apartamento,110.0,2,0,2,1,679.0,2429.0,125.0
Vila São José,Apartamento,79.0,2,1,3,2,679.0,2639.0,1365.0
Jardim Paulista,Flat,35.0,1,0,1,1,770.0,2870.0,70.0
Itaim Bibi,Apartamento,203.0,5,3,3,3,1586.0,12086.0,817.0
Itaim Bibi,Flat,40.0,1,1,1,1,770.0,2170.0,70.0
Itaim Bibi,Flat,70.0,1,0,2,1,896.0,5397.0,133.0
Itaim Bibi,Flat,60.0,1,0,2,1,1190.0,4024.0,175.0
Itaim Bibi,Flat,60.0,1,0,2,1,979.0,4073.0,125.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,5124.0,70.0
Itaim Bibi,Flat,42.0,1,0,1,1,386.0,2366.0,84.0
Itaim Bibi,Flat,42.0,1,1,1,1,840.0,3080.0,140.0
Vila Mariana,Flat,23.0,1,1,1,1,840.0,2240.0,210.0
Moema,Apartamento,145.0,4,1,3,2,1271.0,8271.0,364.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,3098.0,62.0
Pinheiros,Flat,35.0,1,1,1,1,630.0,2660.0,70.0
Jardins,Flat,45.0,1,1,1,1,770.0,2380.0,118.0
Jardins,Flat,38.0,1,1,1,1,770.0,2513.0,125.0
Itaim Bibi,Apartamento,37.0,1,1,1,1,1313.0,3649.0,199.0
Itaim Bibi,Flat,37.0,1,0,1,1,454.0,3276.0,84.0
Itaim Bibi,Flat,38.0,1,1,1,1,774.0,3154.0,205.0
Itaim Bibi,Flat,38.0,1,1,1,1,984.0,3294.0,205.0
Itaim Bibi,Flat,33.0,1,1,1,1,1050.0,2450.0,70.0
Itaim Bibi,Flat,33.0,1,1,1,1,1050.0,2310.0,140.0
Itaim Bibi,Flat,34.0,1,0,1,1,1400.0,3570.0,280.0
Itaim Bibi,Flat,33.0,1,1,1,1,1053.0,2453.0,136.0
Itaim Bibi,Flat,45.0,1,1,1,1,1889.0,2765.0,105.0
Itaim Bibi,Flat,45.0,1,0,1,1,599.0,2247.0,62.0
Itaim Bibi,Apartamento,130.0,2,1,3,2,1586.0,6136.0,499.0
Itaim Bibi,Flat,45.0,1,1,1,1,630.0,2170.0,70.0
Vila Prudente,Apartamento,156.0,4,3,3,2,770.0,4620.0,389.0
Vila Mariana,Apartamento,50.0,2,0,1,1,694.0,2234.0,1365.0
Itaim Bibi,Flat,40.0,1,0,1,1,560.0,3010.0,84.0
Itaim Bibi,Flat,65.0,2,2,2,2,1680.0,5369.0,230.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,2796.0,70.0
Itaim Bibi,Flat,40.0,1,0,1,1,700.0,2625.0,175.0
Jardim Europa,Apartamento,250.0,3,2,4,2,2800.0,11760.0,703.0
Itaim Bibi,Flat,34.0,1,1,1,1,909.0,2730.0,140.0
Itaim Bibi,Flat,30.0,1,0,1,1,630.0,2170.0,70.0
Vila Nova Conceição,Flat,29.0,1,1,1,1,1098.0,2940.0,140.0
Jardim Europa,Apartamento,250.0,3,2,4,2,2800.0,11760.0,703.0
Itaim Bibi,Flat,40.0,1,0,1,1,770.0,2660.0,70.0
Itaim Bibi,Flat,31.0,1,1,1,1,909.0,2310.0,140.0
Jardim Europa,Apartamento,150.0,3,2,3,3,2100.0,9100.0,525.0
Itaim Bibi,Flat,44.0,1,0,1,1,840.0,3639.0,93.0
Jardim Europa,Flat,30.0,1,1,1,1,1400.0,2660.0,140.0
Jardim Paulistano,Flat,35.0,1,0,1,1,770.0,2404.0,70.0
Pinheiros,Flat,30.0,1,1,1,1,1260.0,2660.0,140.0
Itaim Bibi,Flat,38.0,1,0,1,1,700.0,2100.0,140.0
Pinheiros,Flat,30.0,1,1,1,1,1204.0,3024.0,125.0
Itaim Bibi,Flat,42.0,1,1,1,1,996.0,3656.0,128.0
Pinheiros,Flat,30.0,1,1,1,1,1204.0,2674.0,125.0
Itaim Bibi,Flat,40.0,1,1,1,1,1226.0,3886.0,116.0
Pinheiros,Flat,30.0,1,1,1,1,1204.0,3024.0,125.0
Jardim Europa,Flat,46.0,1,0,1,1,1183.0,2536.0,263.0
Vila Mariana,Flat,40.0,1,1,1,1,665.0,2835.0,84.0
Vila Mariana,Apartamento,370.0,5,3,3,4,2029.0,13846.0,1365.0
Jardim Europa,Apartamento,320.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Paulistano,Flat,40.0,1,1,1,1,1050.0,2660.0,140.0
Paraíso,Apartamento,550.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,170.0,5,1,3,2,1120.0,5670.0,1365.0
Itaim,Apartamento,290.0,4,2,4,2,1400.0,5950.0,665.0
Vila Mariana,Apartamento,109.0,4,2,2,1,1155.0,5005.0,339.0
Itaim Bibi,Apartamento,170.0,4,1,3,2,2100.0,8260.0,385.0
Itaim Bibi,Apartamento,182.0,3,1,3,2,1610.0,5460.0,350.0
Jardim Europa,Flat,62.0,1,1,2,1,1895.0,6795.0,430.0
Itaim Bibi,Apartamento,210.0,3,3,3,3,2450.0,10150.0,770.0
Paraíso,Apartamento,41.0,1,1,1,1,959.0,2359.0,133.0
Jardim América,Apartamento,355.0,5,3,3,4,2800.0,13846.0,1365.0
Paraíso,Flat,35.0,1,0,1,1,770.0,2132.0,70.0
Itaim Bibi,Apartamento,291.0,1,3,4,4,2800.0,13846.0,979.0
Paraíso,Flat,35.0,1,0,1,1,770.0,2136.0,70.0
Paraíso,Flat,42.0,1,0,1,1,840.0,1959.0,140.0
Paraíso,Flat,39.0,1,1,1,1,840.0,1771.0,118.0
Paraíso,Apartamento,137.0,4,3,4,3,1324.0,6924.0,461.0
Paraíso,Flat,35.0,1,0,1,1,770.0,2158.0,70.0
Vila Mariana,Flat,42.0,1,0,1,1,700.0,2310.0,210.0
Paraíso,Apartamento,160.0,5,3,3,3,1120.0,9870.0,503.0
Jardim Paulista,Apartamento,47.0,1,0,2,1,420.0,2625.0,105.0
Ipiranga,Apartamento,65.0,1,0,3,1,560.0,2100.0,70.0
Vila Mariana,Apartamento,156.0,3,1,3,2,1750.0,5950.0,583.0
Parque da Mooca,Apartamento,56.0,1,1,2,2,689.0,1809.0,106.0
Vila Olimpia,Flat,34.0,1,0,1,1,826.0,2073.0,96.0
Jardim Panorama,Apartamento,400.0,5,3,3,4,2800.0,13846.0,1365.0
Vila Uberabinha,Flat,55.0,1,1,1,1,1085.0,2485.0,105.0
Vila Uberabinha,Flat,55.0,1,1,1,1,798.0,2583.0,140.0
Vila Uberabinha,Flat,65.0,2,0,2,1,1281.0,3367.0,133.0
Vila Uberabinha,Apartamento,47.0,1,1,1,1,798.0,3737.0,73.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2380.0,70.0
Vila Uberabinha,Flat,65.0,2,1,2,2,1120.0,3709.0,140.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Vila Uberabinha,Flat,33.0,1,1,1,1,840.0,2380.0,140.0
Vila Olímpia,Flat,33.0,1,0,1,1,840.0,1819.0,140.0
Vila Uberabinha,Flat,35.0,1,1,1,1,630.0,2310.0,70.0
Vila Olímpia,Apartamento,89.0,2,1,1,2,1142.0,6673.0,376.0
Moema,Apartamento,48.0,1,1,1,1,770.0,5194.0,125.0
Moema,Flat,50.0,1,1,1,1,1151.0,3080.0,70.0
Moema,Flat,70.0,1,0,1,1,1719.0,5140.0,108.0
Moema,Flat,50.0,1,1,1,1,1151.0,3080.0,70.0
Moema,Flat,70.0,1,1,1,1,630.0,5530.0,70.0
Vila Nova Conceição,Apartamento,311.0,5,3,4,4,2800.0,13846.0,1299.0
Moema,Flat,50.0,1,0,1,1,937.0,2387.0,62.0
Moema,Apartamento,48.0,1,0,1,1,735.0,4445.0,123.0
Vila Clementino,Flat,32.0,1,0,1,1,546.0,2506.0,84.0
Vila Olímpia,Flat,31.0,1,1,1,1,630.0,2380.0,70.0
Moema,Flat,40.0,1,0,1,1,770.0,5145.0,70.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2730.0,70.0
Moema,Flat,48.0,1,1,1,1,1386.0,8225.0,175.0
Moema,Flat,78.0,1,0,2,1,770.0,6937.0,70.0
Vila Nova Conceição,Apartamento,180.0,1,2,2,2,1925.0,10976.0,223.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2698.0,101.0
Moema,Apartamento,134.0,1,2,2,1,1943.0,13846.0,845.0
Vila Olímpia,Apartamento,66.0,2,1,1,1,827.0,4957.0,181.0
Vila Nova Conceição,Apartamento,60.0,1,0,2,1,840.0,3989.0,91.0
Vila Nova Conceição,Apartamento,36.0,1,0,1,1,670.0,2863.0,77.0
Vila Nova Conceição,Apartamento,134.0,2,2,2,2,1535.0,12735.0,645.0
Jardim Luzitânia,Apartamento,542.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Clementino,Flat,35.0,1,1,1,1,1330.0,2660.0,140.0
Moema,Flat,48.0,1,1,1,1,1120.0,3570.0,280.0
Vila Olímpia,Apartamento,125.0,3,2,3,2,1113.0,5313.0,336.0
Vila Olímpia,Apartamento,130.0,5,3,3,3,979.0,3989.0,1365.0
Vila Olímpia,Apartamento,52.0,2,1,1,1,560.0,3709.0,140.0
Jardim Vila Mariana,Apartamento,170.0,5,3,4,4,1330.0,6930.0,385.0
Vila Olímpia,Apartamento,70.0,1,0,1,1,595.0,4795.0,147.0
Vila Nova Conceição,Flat,45.0,1,0,1,1,700.0,2901.0,70.0
Vila Olimpia,Apartamento,139.0,4,3,3,2,1120.0,8820.0,350.0
Vila Nova Conceição,Apartamento,50.0,1,1,1,1,1225.0,2905.0,140.0
Vila Olímpia,Flat,32.0,1,1,1,1,665.0,2212.0,168.0
Vila Clementino,Flat,28.0,1,1,1,1,979.0,1924.0,105.0
Vila Olímpia,Flat,32.0,1,1,1,1,571.0,3371.0,91.0
Vila Nova Conceição,Apartamento,150.0,4,1,4,3,1931.0,7181.0,672.0
Vila Nova Conceição,Apartamento,387.0,4,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,630.0,2100.0,140.0
Vila Nova Conceição,Flat,70.0,1,1,2,1,770.0,3430.0,70.0
Vila Clementino,Flat,30.0,1,1,1,1,770.0,2170.0,70.0
Vila Nova Conceição,Flat,43.0,1,1,1,1,630.0,2590.0,70.0
Vila Nova Conceição,Apartamento,222.0,4,3,3,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,251.0,5,3,4,3,2450.0,9450.0,1365.0
Vila Nova Conceição,Flat,36.0,1,1,1,1,472.0,3332.0,98.0
Vila Nova Conceição,Apartamento,222.0,4,3,3,4,2660.0,13846.0,1050.0
Vila Nova Conceição,Apartamento,222.0,5,3,3,4,2800.0,13846.0,1050.0
Vila Nova Conceição,Flat,65.0,1,0,2,1,1157.0,3395.0,105.0
Vila Olímpia,Apartamento,96.0,1,2,2,2,623.0,5873.0,82.0
Vila Olímpia,Apartamento,127.0,4,3,3,3,993.0,10794.0,272.0
Indianópolis,Apartamento,160.0,1,1,2,1,1365.0,7664.0,287.0
Brooklin Paulista,Flat,41.0,1,1,1,1,1295.0,2314.0,135.0
Planalto Paulista,Apartamento,90.0,3,1,2,2,489.0,4340.0,203.0
Vila Olímpia,Flat,47.0,1,1,1,1,840.0,2520.0,140.0
Vila Olímpia,Apartamento,30.0,1,0,1,1,463.0,2353.0,80.0
Jardim Colombo,Apartamento,165.0,4,3,3,2,1190.0,3639.0,468.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,1085.0,2156.0,84.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,630.0,2029.0,70.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,595.0,2170.0,140.0
São Paulo,Flat,32.0,1,1,1,1,909.0,2380.0,70.0
Vila Olímpia,Flat,31.0,1,0,1,1,1155.0,2240.0,207.0
Vila Olímpia,Flat,31.0,1,0,1,1,489.0,2369.0,80.0
Vila Nova Conceição,Apartamento,285.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,1050.0,3080.0,203.0
Vila Nova Conceição,Apartamento,54.0,1,0,1,1,539.0,5789.0,91.0
Jardim Vila Mariana,Apartamento,140.0,1,0,3,2,1470.0,4972.0,62.0
Jardim Vila Mariana,Apartamento,176.0,4,3,3,4,1190.0,9590.0,1365.0
Vila Mariana,Apartamento,208.0,4,3,3,3,979.0,13580.0,700.0
Vila Nova Conceição,Apartamento,106.0,4,1,3,2,1072.0,4922.0,244.0
Moema,Apartamento,105.0,2,2,2,1,700.0,5600.0,175.0
Jardim Esmeralda,Apartamento,72.0,2,1,3,1,482.0,2022.0,140.0
Moema,Apartamento,106.0,3,2,2,2,1072.0,5622.0,221.0
Moema,Apartamento,106.0,3,2,2,2,1072.0,5622.0,221.0
Chácara Itaim,Apartamento,180.0,4,3,3,3,2800.0,11410.0,805.0
Jardim Vila Mariana,Apartamento,375.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,38.0,1,1,1,1,500.0,2317.0,133.0
Vila Nova Conceição,Apartamento,168.0,3,3,3,2,1400.0,6650.0,385.0
